year,month,Region,Electric Vehicle (EV) Total
2018,3,"Adams, WA",9
2023,11,"Philadelphia, PA",1
2022,11,"Sumter, SC",1
2023,4,"Henrico, VA",1
2022,1,"Pierce, WA",6513
2017,6,"Spokane, WA",461
2019,4,"Asotin, WA",20
2021,6,"Klickitat, WA",0
2021,5,"Hennepin, MN",2
2020,8,"Orange, CA",8
2022,5,"Rockdale, GA",1
2018,6,"Kittitas, WA",80
2021,11,"Walla Walla, WA",221
2019,9,"Kitsap, WA",1
2021,7,"Las Animas, CO",1
2021,10,"Lee, FL",1
2023,6,"Saratoga, NY",2
2022,4,"Orange, NC",1
2020,4,"Jones, GA",1
2019,8,"Clark, WA",2607
2020,9,"Franklin, WA",144
2018,7,"Douglas, WA",0
2021,6,"Hawaii, HI",1
2022,10,"Charleston, SC",4
2022,9,"Queens, NY",1
2017,7,"King, WA",9
2021,5,"Chelan, WA",0
2022,2,"Mason, WA",443
2021,3,"Richland, SC",1
2021,4,"Nueces, TX",1
2021,5,"Clinton, PA",1
2020,4,"Fairfax, VA",8
2018,6,"Pacific, WA",0
2017,9,"Latah, ID",1
2020,9,"Williams, ND",1
2017,7,"Wahkiakum, WA",0
2018,8,"Houston, GA",1
2023,3,"Burlington, NJ",4
2017,12,"Dallas, TX",1
2020,9,"Jefferson, WA",0
2017,2,"Lewis, WA",0
2019,7,"Franklin, WA",0
2021,5,"Marion, IA",1
2018,12,"San Mateo, CA",3
2022,10,"Broward, FL",1
2019,12,"Hawaii, HI",1
2019,1,"Maui, HI",2
2021,6,"Saginaw, MI",1
2020,3,"Chelan, WA",0
2020,12,"Chesapeake, VA",2
2021,2,"Allegheny, PA",2
2023,9,"Sedgwick, KS",1
2020,10,"Hennepin, MN",2
2021,10,"Kern, CA",1
2022,1,"Hudson, NJ",2
2019,9,"Pinellas, FL",2
2023,7,"Coryell, TX",1
2021,6,"Penobscot, ME",1
2023,9,"Bartow, GA",1
2023,7,"Skamania, WA",1
2022,8,"Lee, FL",1
2018,5,"DeKalb, GA",1
2023,1,"Nueces, TX",1
2024,2,"Rock Island, IL",1
2020,9,"Randolph, NC",1
2022,5,"Island, WA",1
2023,8,"Island, WA",35
2017,1,"Island, WA",222
2019,5,"Moore, NC",1
2022,11,"Columbia, OR",1
2023,6,"Calvert, MD",2
2023,12,"Ulster, NY",1
2020,4,"Valencia, NM",1
2020,1,"Pacific, WA",0
2024,1,"Clallam, WA",28
2022,5,"San Juan, WA",1
2019,1,"Maricopa, AZ",8
2021,3,"Honolulu, HI",7
2023,9,"Harford, MD",2
2018,2,"Santa Rosa, FL",1
2022,7,"Adams, CO",1
2020,6,"Ulster, NY",1
2023,10,"Benton, WA",1938
2017,8,"Kitsap, WA",1
2020,8,"Grays Harbor, WA",227
2023,10,"Grant, WA",494
2019,9,"Columbia, WA",0
2023,2,"Fairfax, VA",10
2018,1,"Cook, IL",1
2019,9,"Douglas, NE",1
2022,12,"Fairfax, VA",1
2022,10,"DeKalb, GA",1
2020,1,"Whatcom, WA",3
2017,11,"Stevens, WA",31
2019,6,"Garfield, WA",2
2020,6,"Middlesex, MA",2
2018,1,"Arlington, VA",3
2023,11,"Shelby, AL",1
2021,2,"Kauai, HI",1
2023,6,"King, WA",728
2021,6,"Clallam, WA",1
2020,4,"Lincoln, WA",16
2019,12,"Alexandria, VA",1
2021,8,"Montgomery, TX",2
2019,1,"Cochise, AZ",1
2023,6,"Harrison, MS",1
2019,4,"Albemarle, VA",1
2021,8,"Clallam, WA",1
2021,6,"Contra Costa, CA",5
2019,12,"Eagle, CO",1
2021,2,"King, WA",36669
2023,11,"Asotin, WA",0
2019,7,"Whitman, WA",0
2022,11,"Klickitat, WA",173
2018,6,"Ventura, CA",2
2019,3,"Saratoga, NY",1
2022,2,"Virginia Beach, VA",2
2019,12,"Pinellas, FL",2
2018,3,"Spokane, WA",1
2018,9,"Contra Costa, CA",2
2021,12,"Garfield, WA",0
2022,10,"Prince William, VA",3
2022,7,"Onslow, NC",1
2019,9,"Arlington, VA",2
2021,11,"Montgomery, TX",2
2023,11,"Anchorage, AK",1
2019,2,"Lumpkin, GA",1
2022,6,"Pend Oreille, WA",0
2023,10,"Douglas, NE",2
2018,5,"Franklin, MA",1
2021,10,"Clallam, WA",600
2021,3,"Franklin, WA",188
2019,7,"Duval, FL",3
2023,9,"Bexar, TX",4
2017,5,"San Mateo, CA",1
2018,12,"Clallam, WA",0
2019,5,"Stevens, WA",0
2018,12,"Douglas, WA",0
2020,9,"Okanogan, WA",81
2022,12,"Norfolk, VA",6
2020,10,"Morris, NJ",1
2017,6,"Monterey, CA",1
2021,1,"St. Mary's, MD",1
2021,8,"Collin, TX",3
2022,9,"Plaquemines, LA",2
2020,11,"Ventura, CA",2
2023,6,"Ventura, CA",4
2019,3,"King, WA",24454
2021,7,"Hennepin, MN",3
2021,2,"Skagit, WA",1
2023,7,"Pulaski, MO",2
2017,1,"Orange, CA",3
2023,11,"Yellowstone, MT",1
2019,2,"Thurston, WA",0
2022,11,"Grant, WA",4
2021,12,"Rockingham, NH",1
2023,8,"Tooele, UT",1
2019,9,"Skagit, WA",525
2018,4,"Pend Oreille, WA",9
2020,6,"Harris, TX",1
2020,6,"San Francisco, CA",2
2020,7,"Stafford, VA",2
2018,9,"Nassau, NY",2
2017,10,"Nantucket, MA",1
2021,9,"Gwinnett, GA",1
2020,4,"Tulsa, OK",2
2022,3,"Hamilton, OH",1
2020,10,"DeKalb, IN",1
2022,1,"Pierce, WA",0
2023,8,"Whitman, WA",252
2020,10,"Douglas, WA",123
2018,8,"Klamath, OR",1
2018,10,"Nueces, TX",2
2022,3,"Houston, GA",1
2017,5,"New Haven, CT",1
2018,8,"Montgomery, PA",2
2023,4,"Lake, IN",1
2018,4,"Island, WA",362
2017,9,"Dallas, TX",1
2017,3,"Franklin, OH",1
2021,1,"District of Columbia, DC",3
2021,9,"Escambia, FL",1
2022,4,"Coryell, TX",1
2021,5,"Suffolk, MA",2
2023,4,"Skagit, WA",18
2018,4,"Pima, AZ",2
2023,10,"Clallam, WA",23
2018,4,"Pend Oreille, WA",0
2022,11,"Beaufort, SC",1
2020,1,"Powhatan, VA",1
2021,6,"Pinellas, FL",1
2019,8,"Wayne, MI",1
2023,9,"Charlottesville, VA",1
2021,2,"Spokane, WA",0
2021,12,"Snohomish, WA",2
2017,12,"Benton, WA",0
2018,12,"Norfolk, VA",4
2017,3,"Shelby, TN",1
2017,6,"Whatcom, WA",2
2022,7,"Burlington, NJ",2
2023,11,"El Paso, CO",5
2024,1,"Otero, NM",1
2022,7,"Wahkiakum, WA",0
2023,9,"Kootenai, ID",1
2021,1,"Shelby, OH",1
2018,9,"Pierce, WA",0
2022,11,"Skagit, WA",8
2017,2,"Kitsap, WA",1
2020,10,"Henrico, VA",1
2018,11,"Mercer, NJ",1
2022,7,"Greene, MO",1
2019,7,"Caddo, LA",1
2020,4,"New London, CT",2
2017,6,"Stevens, WA",0
2017,8,"Mason, WA",0
2023,11,"Douglas, CO",1
2022,3,"Sarasota, FL",2
2020,6,"Nassau, FL",1
2022,11,"Williamsburg, VA",1
2021,6,"Douglas, WA",0
2019,11,"Hillsborough, FL",1
2022,6,"Anchorage, AK",2
2022,8,"Calvert, MD",2
2021,4,"Broward, FL",1
2017,4,"Polk, FL",1
2022,6,"Parker, TX",1
2020,12,"RÃ­o Grande, PR",1
2021,1,"Whatcom, WA",1817
2022,2,"Wahkiakum, WA",28
2023,2,"Adams, WA",2
2021,3,"Harnett, NC",2
2021,10,"Benton, WA",0
2020,1,"Spokane, WA",1150
2021,12,"Duval, FL",2
2017,3,"Allegheny, PA",1
2019,4,"Lee, FL",1
2018,4,"Norfolk, MA",1
2022,3,"Rockdale, GA",1
2019,2,"Clallam, WA",0
2019,5,"Palm Beach, FL",2
2023,4,"DeKalb, GA",2
2022,11,"New London, CT",5
2022,12,"Prince George's, MD",4
2024,1,"Howard, MD",2
2022,11,"Queens, NY",1
2018,5,"King, WA",18220
2018,11,"Multnomah, OR",8
2017,12,"New London, CT",1
2023,1,"Sacramento, CA",5
2023,6,"York, VA",1
2022,10,"Boulder, CO",2
2022,10,"Sarasota, FL",1
2021,12,"Marion, IA",1
2020,5,"Asotin, WA",0
2023,12,"Wahkiakum, WA",4
2020,5,"Stafford, VA",2
2018,8,"Caddo, LA",1
2019,8,"Caddo, LA",1
2020,10,"Shelby, OH",1
2019,6,"Grant, WA",102
2018,11,"Asotin, WA",21
2017,5,"Deschutes, OR",1
2019,5,"Montgomery, MD",1
2022,3,"Anne Arundel, MD",4
2023,6,"Jackson, OK",1
2023,11,"Currituck, NC",1
2017,5,"Eagle, CO",1
2023,5,"Whatcom, WA",57
2020,1,"Skagit, WA",593
2017,1,"Alameda, CA",7
2022,2,"Greene, MO",1
2019,8,"Hillsborough, FL",1
2022,2,"San Francisco, CA",1
2023,3,"Randolph, NC",1
2019,2,"Skagit, WA",465
2022,2,"Columbia, WA",7
2017,11,"San Diego, CA",6
2018,7,"Jefferson, NY",1
2019,10,"Houston, GA",1
2019,3,"Klamath, OR",1
2024,1,"Rock Island, IL",1
2021,11,"Thurston, WA",2791
2021,7,"Prince William, VA",3
2018,11,"Montgomery, PA",2
2019,9,"Carson City, NV",1
2017,3,"DeKalb, IN",1
2022,6,"Benton, WA",1210
2019,9,"Maricopa, AZ",13
2018,9,"Clallam, WA",0
2018,2,"Orange, CA",4
2022,3,"Washtenaw, MI",1
2017,10,"San Diego, CA",6
2023,5,"Lewis, WA",7
2021,7,"Columbia, WA",0
2018,3,"Yakima, WA",144
2019,9,"Clark, WA",2683
2022,4,"San Juan, WA",649
2022,12,"Escambia, FL",1
2020,5,"Clallam, WA",387
2019,8,"Walla Walla, WA",119
2017,11,"Lincoln, WA",0
2021,11,"Lake, FL",1
2022,6,"York, VA",1
2020,4,"Island, WA",676
2021,4,"Island, WA",890
2017,12,"Asotin, WA",13
2023,7,"Mason, WA",682
2023,6,"Jefferson, WA",814
2022,11,"Skagit, WA",1258
2022,2,"Franklin, WA",0
2018,1,"Duval, FL",3
2021,2,"Stafford, VA",3
2023,7,"Ada, ID",2
2023,6,"Klickitat, WA",216
2022,7,"El Paso, CO",4
2019,6,"Duval, FL",3
2017,11,"Portsmouth, VA",1
2020,8,"Washtenaw, MI",2
2020,2,"Hawaii, HI",1
2021,4,"Morris, NJ",1
2022,7,"St. Mary's, MD",1
2023,11,"Frederick, MD",3
2019,11,"Denver, CO",1
2018,4,"Pierce, WA",2245
2023,7,"Kitsap, WA",4638
2022,11,"Montgomery, TN",1
2017,6,"St. Lucie, FL",1
2022,4,"San Luis Obispo, CA",1
2019,4,"Santa Rosa, FL",1
2019,4,"Bexar, TX",6
2023,8,"San Diego, CA",24
2018,4,"Dallas, TX",1
2024,1,"Williamson, TX",1
2024,1,"Whitman, WA",304
2018,9,"Fulton, GA",3
2024,1,"Worcester, MA",1
2017,8,"Carroll, NH",1
2021,7,"Kittitas, WA",234
2019,5,"Contra Costa, CA",4
2019,7,"Nueces, TX",2
2023,6,"Allen, IN",1
2020,9,"Owyhee, ID",1
2021,6,"Whitman, WA",105
2023,2,"Orange, CA",13
2023,5,"El Paso, TX",3
2021,11,"Richmond, NY",1
2024,2,"Virginia Beach, VA",1
2019,4,"Lincoln, WA",0
2018,3,"Grant, WA",0
2022,3,"Geary, KS",1
2021,6,"Collin, TX",3
2023,3,"Okaloosa, FL",1
2020,8,"Dakota, MN",1
2020,9,"Chelan, WA",0
2023,8,"Grant, WA",12
2017,12,"Montgomery, TX",1
2019,11,"Fresno, CA",1
2024,1,"Hardin, KY",1
2019,4,"Randolph, NC",1
2020,2,"Thurston, WA",0
2019,6,"San Juan, WA",0
2023,1,"Snohomish, WA",13375
2021,6,"Prince William, VA",3
2019,8,"Columbia, WA",4
2021,11,"Sumter, SC",1
2023,7,"Placer, CA",1
2019,9,"Eagle, CO",1
2023,8,"Yakima, WA",15
2022,6,"Snohomish, WA",12
2020,8,"Wahkiakum, WA",0
2021,6,"Virginia Beach, VA",2
2021,10,"El Paso, CO",3
2022,12,"Randolph, NC",1
2022,1,"Whitman, WA",127
2021,2,"Chesapeake, VA",2
2017,7,"Nantucket, MA",1
2017,9,"Collier, FL",1
2023,4,"Charles, MD",2
2017,8,"Mason, WA",130
2022,1,"Chesapeake, VA",4
2019,2,"Orange, CA",7
2021,3,"Mercer, NJ",1
2022,9,"San Juan, WA",697
2017,1,"Marion, FL",1
2020,10,"Anne Arundel, MD",2
2019,12,"Manassas, VA",1
2019,6,"Okanogan, WA",0
2021,4,"Clallam, WA",515
2022,8,"Cowlitz, WA",525
2022,6,"Montgomery, MD",6
2022,2,"Hamilton, OH",1
2021,10,"Lake, IN",1
2017,7,"Santa Rosa, FL",1
2017,12,"Skagit, WA",1
2018,2,"Klickitat, WA",0
2021,7,"El Paso, TX",3
2019,3,"Franklin, WA",0
2020,12,"Polk, FL",1
2021,4,"Clallam, WA",1
2021,11,"Escambia, FL",1
2022,11,"Muscogee, GA",1
2021,1,"Lake, FL",1
2019,12,"Okanogan, WA",60
2022,9,"Franklin, WA",2
2018,4,"Whitman, WA",0
2023,3,"York, VA",1
2017,3,"Grays Harbor, WA",53
2020,9,"District of Columbia, DC",2
2022,9,"Lincoln, OR",1
2019,7,"Sarasota, FL",1
2018,12,"Grant, WA",0
2022,9,"Ferry, WA",0
2018,5,"Jefferson, WA",0
2023,5,"Pierce, WA",153
2018,4,"Island, WA",0
2023,1,"Okanogan, WA",159
2023,1,"Douglas, CO",1
2019,2,"Marion, IN",1
2021,10,"Moore, NC",1
2022,3,"Harrison, MS",2
2020,1,"DeKalb, GA",1
2023,9,"Meade, KY",1
2020,8,"Montgomery, OH",1
2021,6,"Richland, SC",1
2021,2,"New Haven, CT",2
2020,5,"DuPage, IL",4
2018,12,"Skamania, WA",0
2018,3,"Douglas, WA",0
2022,4,"Ferry, WA",0
2020,2,"Clay, FL",1
2018,1,"Skagit, WA",1
2018,9,"Allegheny, PA",1
2023,1,"Denton, TX",2
2023,8,"Harris, TX",3
2017,2,"Polk, FL",1
2022,2,"Albemarle, VA",3
2017,10,"Mason, WA",133
2023,1,"Virginia Beach, VA",4
2018,6,"Thurston, WA",0
2017,10,"Santa Fe, NM",1
2021,7,"Thurston, WA",0
2020,11,"Arlington, VA",2
2023,8,"Calvert, MD",2
2019,1,"Sacramento, CA",1
2020,9,"Tulsa, OK",2
2023,1,"St. Lawrence, NY",1
2020,5,"Ferry, WA",8
2021,8,"Prince George's, MD",3
2019,10,"San Joaquin, CA",1
2023,2,"Mason, WA",9
2017,5,"Franklin, WA",0
2023,9,"Grays Harbor, WA",548
2023,12,"Lane, OR",2
2019,7,"Collier, FL",1
2023,5,"Plaquemines, LA",2
2021,2,"Collier, FL",1
2024,2,"Kent, DE",1
2019,7,"Skagit, WA",517
2021,5,"Columbia, WA",0
2022,11,"Cochise, AZ",1
2019,4,"Sumter, FL",1
2019,7,"Deschutes, OR",3
2023,2,"San Diego, CA",27
2018,10,"Marion, OR",1
2024,1,"Newport News, VA",1
2022,1,"Solano, CA",1
2022,5,"District of Columbia, DC",3
2020,11,"Spartanburg, SC",1
2018,8,"Wahkiakum, WA",0
2017,1,"Hamilton, IN",1
2018,12,"Manassas, VA",1
2018,1,"Thurston, WA",0
2018,11,"Bexar, TX",7
2023,3,"Philadelphia, PA",1
2020,10,"Polk, FL",1
2021,11,"Owyhee, ID",1
2019,11,"Lincoln, WA",12
2020,8,"Washington, OR",1
2017,4,"Madison, ID",1
2017,11,"Lake, CA",1
2022,2,"Manassas, VA",1
2020,11,"Benton, WA",773
2017,7,"Kittitas, WA",44
2020,2,"Placer, CA",2
2024,1,"Travis, TX",1
2020,2,"Cumberland, NC",2
2018,11,"Orange, FL",3
2019,12,"Alameda, CA",5
2023,1,"Lincoln, OR",1
2023,9,"Yuba, CA",1
2019,12,"Randolph, NC",1
2017,5,"Whatcom, WA",2
2021,10,"Benton, WA",1019
2018,6,"Pinal, AZ",2
2023,9,"San Mateo, CA",2
2024,1,"Beaufort, SC",1
2020,3,"Kent, MI",1
2021,6,"Juneau, AK",1
2018,12,"Island, WA",502
2018,12,"Saratoga, NY",1
2019,2,"Whitman, WA",0
2017,8,"Whitman, WA",33
2021,8,"Tarrant, TX",1
2019,6,"Caddo, LA",1
2021,4,"Okanogan, WA",96
2023,7,"Dallas, TX",1
2017,8,"Prince George's, MD",1
2021,1,"Portsmouth, VA",1
2019,8,"Ferry, WA",7
2021,5,"Hudson, NJ",1
2023,3,"Onslow, NC",1
2018,8,"Garfield, OK",1
2020,8,"El Paso, TX",3
2019,11,"Adams, WA",0
2020,2,"Kitsap, WA",1934
2020,2,"Sumter, FL",1
2020,1,"Monterey, CA",1
2020,7,"Thurston, WA",1918
2024,2,"Clallam, WA",1016
2020,10,"Asotin, WA",31
2021,8,"Pinellas, FL",1
2024,1,"Currituck, NC",1
2021,12,"Collier, FL",1
2018,4,"Eagle, CO",1
2020,5,"Virginia Beach, VA",1
2019,9,"Jefferson, NY",2
2021,12,"Douglas, NE",3
2020,2,"Clark, WA",0
2022,6,"Skagit, WA",3
2020,11,"Island, WA",768
2021,2,"Walla Walla, WA",174
2020,3,"Prince William, VA",6
2023,8,"New London, CT",4
2024,2,"Wichita, TX",2
2018,1,"Prince George's, MD",1
2021,4,"Leavenworth, KS",1
2022,5,"Thurston, WA",3152
2020,11,"Walla Walla, WA",0
2017,2,"Garfield, WA",0
2023,8,"Albemarle, VA",2
2021,3,"RÃ­o Grande, PR",1
2017,11,"Pierce, WA",0
2023,12,"Columbia, WA",0
2018,7,"Marion, IN",1
2023,3,"Saratoga, NY",2
2019,6,"Jefferson, WA",316
2023,6,"Columbia, WA",12
2024,1,"Plaquemines, LA",2
2022,8,"Whatcom, WA",13
2020,4,"Douglas, WA",0
2024,2,"Walla Walla, WA",9
2022,4,"Whatcom, WA",2492
2018,4,"Multnomah, OR",8
2021,8,"Cumberland, NC",4
2020,2,"Charleston, SC",1
2022,12,"Miami-Dade, FL",1
2019,4,"Monterey, CA",1
2021,1,"Sacramento, CA",3
2021,2,"Washington, OR",1
2021,4,"Houston, GA",1
2024,2,"Salt Lake, UT",2
2020,1,"Queens, NY",1
2024,1,"Mobile, AL",1
2017,7,"DeKalb, IN",1
2021,6,"Wichita, TX",1
2023,4,"Camden, NJ",1
2021,5,"Polk, FL",1
2018,9,"Twin Falls, ID",1
2020,3,"Wahkiakum, WA",11
2018,10,"Pinal, AZ",2
2022,12,"Williamson, TX",2
2019,11,"Santa Cruz, CA",1
2023,6,"Rock Island, IL",1
2022,7,"Pierce, WA",7577
2018,9,"Arlington, VA",2
2021,11,"San Francisco, CA",1
2022,10,"Washtenaw, MI",1
2022,6,"Loudoun, VA",3
2018,3,"St. Clair, IL",1
2021,1,"Suffolk, MA",2
2018,11,"Franklin, MA",1
2018,3,"Yakima, WA",0
2021,9,"Okanogan, WA",0
2023,5,"Grant, WA",399
2021,1,"Palm Beach, FL",2
2022,12,"Skagit, WA",11
2022,6,"Penobscot, ME",1
2018,1,"Pacific, WA",28
2018,2,"Travis, TX",2
2017,2,"Grant, WA",0
2020,3,"Santa Clara, CA",10
2020,9,"Adams, WA",15
2019,6,"Fulton, GA",3
2020,3,"San Francisco, CA",3
2018,3,"Montgomery, TN",1
2020,6,"Houston, GA",1
2023,11,"Wahkiakum, WA",4
2021,1,"Sarasota, FL",2
2021,3,"Asotin, WA",31
2024,1,"Island, WA",44
2023,3,"Newport, RI",1
2020,10,"Whitman, WA",0
2021,7,"Jones, GA",1
2021,6,"Stevens, WA",0
2020,7,"Ferry, WA",0
2017,12,"Lincoln, WA",0
2022,11,"Placer, CA",2
2022,9,"Loudoun, VA",3
2021,2,"Grant, WA",0
2021,12,"Richland, SC",2
2021,9,"Fairbanks North Star, AK",1
2019,2,"Moore, NC",1
2018,11,"Washoe, NV",1
2023,8,"Mason, WA",13
2021,7,"Island, WA",0
2023,4,"Hardin, KY",1
2018,8,"Montgomery, TX",2
2020,10,"Eagle, CO",1
2020,11,"Carroll, NH",1
2020,10,"Kitsap, WA",2193
2022,11,"Thurston, WA",3667
2019,4,"Contra Costa, CA",4
2023,5,"Snohomish, WA",161
2017,2,"Volusia, FL",1
2018,3,"Palm Beach, FL",2
2020,11,"Dallas, TX",1
2020,10,"Kings, NY",1
2023,11,"Pinal, AZ",1
2019,11,"Maui, HI",2
2023,11,"Franklin, WA",534
2023,3,"Chesapeake, VA",5
2023,9,"San Bernardino, CA",4
2020,12,"Putnam, TN",1
2017,11,"Grays Harbor, WA",0
2019,5,"El Paso, TX",3
2023,11,"Collin, TX",3
2023,3,"Salt Lake, UT",1
2021,10,"Yavapai, AZ",1
2019,11,"Harrison, MS",1
2023,11,"Garfield, OK",1
2019,5,"Skagit, WA",1
2020,7,"San Joaquin, CA",1
2020,9,"Goochland, VA",5
2022,1,"Rockingham, NH",1
2019,12,"Washoe, NV",1
2022,2,"Denton, TX",2
2024,1,"Caddo, LA",2
2024,2,"Benton, WA",2090
2023,9,"Hamilton, OH",1
2022,11,"Suffolk, VA",1
2022,4,"Nueces, TX",2
2017,6,"Santa Fe, NM",1
2021,4,"Collier, FL",1
2021,7,"Okanogan, WA",108
2020,6,"Collin, TX",3
2017,6,"Tarrant, TX",1
2021,12,"Douglas, WA",0
2023,5,"York, VA",1
2020,3,"Lake, CA",1
2020,4,"Washtenaw, MI",1
2017,4,"Cowlitz, WA",0
2020,5,"Kittitas, WA",0
2020,6,"Polk, FL",1
2022,6,"Juneau, AK",1
2019,9,"Owyhee, ID",1
2021,9,"Island, WA",0
2023,12,"Escambia, FL",1
2023,1,"Rock Island, IL",1
2020,2,"Jones, GA",1
2023,2,"Marion, IA",1
2021,3,"Wahkiakum, WA",16
2021,1,"Fairfax, VA",8
2018,5,"Franklin, WA",0
2017,3,"Cumberland, NC",1
2019,9,"New Haven, CT",2
2019,6,"Nassau, NY",4
2017,10,"Howard, MD",2
2020,5,"Owyhee, ID",1
2021,9,"Wilson, TX",1
2023,12,"Snohomish, WA",19482
2018,10,"Cumberland, NC",1
2021,11,"Walla Walla, WA",0
2020,8,"Fort Bend, TX",1
2023,3,"Douglas, NE",3
2021,12,"Okanogan, WA",114
2017,12,"Skamania, WA",0
2020,4,"Travis, TX",4
2023,12,"Cumberland, PA",2
2019,3,"Pend Oreille, WA",10
2021,11,"Okaloosa, FL",1
2019,11,"Boulder, CO",2
2018,7,"King, WA",8
2018,7,"Bexar, TX",6
2023,9,"Pacific, WA",183
2018,9,"Eagle, CO",1
2021,8,"Placer, CA",2
2023,6,"Alameda, CA",5
2022,6,"Whatcom, WA",7
2023,4,"Honolulu, HI",6
2020,11,"Nassau, NY",4
2021,3,"Middlesex, MA",2
2018,1,"Pierce, WA",0
2018,11,"Walla Walla, WA",0
2017,2,"Fulton, GA",2
2017,3,"Marion, OR",1
2021,10,"Owyhee, ID",1
2017,4,"Thurston, WA",704
2018,12,"Maui, HI",2
2021,9,"Williamsburg, VA",1
2022,12,"St. Louis, MO",2
2021,5,"Rogers, OK",1
2020,7,"Orange, CA",9
2018,11,"Clark, WA",0
2019,8,"Yakima, WA",220
2018,1,"Northampton, PA",1
2019,5,"San Joaquin, CA",1
2017,10,"Pinal, AZ",2
2023,6,"Newport, RI",1
2021,11,"New York, NY",1
2018,10,"Hawaii, HI",1
2019,10,"Randolph, NC",1
2023,4,"Lewis, WA",499
2023,12,"Whitman, WA",295
2020,6,"Suffolk, VA",1
2022,10,"Skamania, WA",136
2023,5,"Harnett, NC",4
2018,11,"Palm Beach, FL",2
2021,4,"Ray, MO",1
2020,9,"Howard, IN",1
2019,3,"Walla Walla, WA",100
2018,2,"Broward, FL",1
2021,3,"Nassau, NY",4
2021,12,"Baltimore, MD",1
2020,2,"Montgomery, TX",1
2022,9,"San Bernardino, CA",3
2017,3,"Muscogee, GA",1
2017,8,"Wayne, MI",1
2023,8,"Kern, CA",2
2023,1,"Adams, CO",1
2023,6,"Sarpy, NE",1
2023,12,"Bartow, GA",1
2021,2,"Morris, NJ",1
2017,8,"Prince William, VA",4
2021,7,"San Francisco, CA",1
2021,10,"Missoula, MT",1
2022,2,"Wilson, NC",1
2021,8,"Las Animas, CO",1
2018,11,"Clay, FL",1
2020,12,"Whatcom, WA",3
2021,2,"Douglas, NE",2
2021,10,"Contra Costa, CA",5
2017,8,"Lake, CA",1
2023,1,"Meade, KY",1
2022,1,"Williamsburg, VA",1
2018,5,"Clallam, WA",229
2020,6,"Duval, FL",2
2023,11,"Pacific, WA",5
2020,3,"Charleston, SC",1
2022,2,"Howard, MD",2
2023,11,"King, WA",963
2017,1,"Grant, WA",37
2019,2,"Wahkiakum, WA",0
2022,2,"Tarrant, TX",2
2021,9,"Fresno, CA",1
2022,3,"Pima, AZ",2
2022,9,"Washtenaw, MI",1
2023,2,"Lincoln, OR",1
2017,6,"Nueces, TX",1
2023,2,"Muscogee, GA",1
2021,10,"Denton, TX",1
2024,2,"Marion, IA",1
2019,8,"Island, WA",580
2018,10,"Arlington, VA",2
2020,6,"Jefferson, WA",0
2018,5,"Marin, CA",1
2019,3,"Asotin, WA",0
2021,7,"Sacramento, CA",3
2023,9,"Montgomery, MD",9
2022,5,"Grant, WA",0
2021,11,"Okanogan, WA",110
2022,11,"Skamania, WA",0
2019,1,"Washtenaw, MI",1
2022,4,"Maui, HI",1
2022,1,"Galveston, TX",1
2021,5,"Snohomish, WA",7724
2017,3,"Honolulu, HI",6
2019,11,"Fulton, GA",2
2021,9,"Lake, IL",2
2020,7,"Yakima, WA",0
2021,4,"Cowlitz, WA",0
2018,11,"Stevens, WA",43
2023,10,"Boulder, CO",2
2021,10,"Okanogan, WA",110
2018,7,"Asotin, WA",0
2020,1,"Kittitas, WA",0
2019,3,"Harris, TX",1
2017,2,"Whitman, WA",0
2019,10,"San Francisco, CA",3
2022,5,"Monterey, CA",3
2019,7,"Tulsa, OK",2
2019,3,"Yakima, WA",191
2019,6,"Okanogan, WA",47
2022,12,"Pend Oreille, WA",34
2023,12,"Frederick, MD",3
2023,12,"St. Louis, MN",1
2018,4,"Stevens, WA",0
2023,9,"Kern, CA",2
2019,1,"Palm Beach, FL",2
2023,11,"Essex, NJ",2
2018,5,"Mercer, NJ",1
2020,12,"Albemarle, VA",1
2021,6,"Wilson, TX",1
2017,2,"Chelan, WA",84
2021,5,"Los Angeles, CA",20
2022,8,"Alameda, CA",6
2018,6,"Frederick, MD",1
2023,5,"Multnomah, OR",3
2022,6,"Charleston, SC",4
2017,5,"Manassas, VA",1
2021,6,"Lake, IN",1
2017,8,"Spokane, WA",488
2022,4,"Lincoln, WA",25
2018,1,"Ferry, WA",4
2023,10,"El Paso, TX",3
2021,10,"Platte, MO",1
2022,2,"Rockingham, NH",1
2022,5,"Platte, MO",1
2023,4,"San Juan, WA",775
2021,7,"Riverside, CA",6
2021,1,"Utah, UT",1
2020,2,"Adams, WA",0
2019,2,"Mecklenburg, NC",1
2018,2,"Clark, WA",0
2021,8,"Yakima, WA",411
2023,4,"Hillsborough, FL",3
2018,8,"Dakota, MN",2
2020,3,"Sumter, FL",1
2020,8,"Chelan, WA",0
2019,8,"Santa Rosa, FL",1
2024,2,"Hennepin, MN",1
2020,2,"Benton, WA",0
2019,5,"Pacific, WA",0
2021,7,"Pend Oreille, WA",0
2019,9,"Portsmouth, VA",1
2021,10,"Santa Clara, CA",10
2023,1,"Monterey, CA",4
2018,11,"Dale, AL",1
2017,1,"Whatcom, WA",2
2017,6,"Yakima, WA",102
2020,1,"Skamania, WA",47
2020,12,"Lane, OR",1
2019,6,"Columbia, WA",4
2021,1,"Gwinnett, GA",1
2020,3,"Pend Oreille, WA",15
2020,4,"San Mateo, CA",1
